moves,result
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Nbd7 8.Qe2 h6 9.Bh4 e5 10.fxe5 dxe5 11.Nf5 Nb6 12.Qf3 Bxf5 13.Qxf5 Be7 14.Bd3 Nfd7 15.Bxe7 Qxe7 16.O-O-O O-O 17.Kb1 Nc5 18.Be2 Rad8 19.Qf2 Qc7 20.Qe3 Qc6 21.Rhe1 Rfe8 22.a3 Kf8,0.5
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6 7.O-O O-O 8.c4 c6 9.Re1 Bf5 10.Qb3 Qd7 11.Nc3 Nxc3 12.Bxf5 Qxf5 13.bxc3 b6 14.Bg5 f6 15.Bh4 dxc4 16.Qxc4+ Qd5 17.Qe2 b5 18.a4 a6 19.Bg3 Bxg3 20.hxg3 Nd7 21.Qe6+ Qxe6 22.Rxe6 Rfc8 23.Rd6 Nb6 24.axb5 axb5 25.Rxa8 Nxa8 26.d5 cxd5 27.Nd4 h5 28.Rxd5 Nb6 29.Rxb5 Na4 30.Nf5 Nxc3 31.Ne7+,0.5
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bf5 7.O-O Be7 8.Re1 O-O 9.Nbd2 Nd6 10.Nf1 c6 11.Bf4 Bxd3 12.Qxd3 Na6 13.Ne3 Nc7 14.Rad1 Ne6 15.Bxd6 Bxd6 16.g3 Re8 17.c4 dxc4 18.Qxc4 Qc7 19.Qa4 b5 20.Qc2 Bf8 21.Ng4 Rad8 22.Re5 h6 23.Re3 Rd6 24.Nge5 Red8 25.Rc1 Nxd4 26.Nxd4 Rxd4 27.Qb3 Rb4 28.Qc3 Rbd4 29.Qb3 Rb4 30.Qc3 Rbd4,0.5
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bd3 g6 7.f3 Bg7 8.Be3 Nc6 9.Qd2 Nxd4 10.Bxd4 Be6 11.g4 b5 12.h4 Qa5 13.a3 h6 14.O-O-O Rb8 15.g5 Nh5 16.Bxg7 Nxg7 17.gxh6 Nh5 18.Qg5 f6 19.Qxg6+ Bf7 20.Qg1 b4 21.axb4 Qxb4 22.Kd2 Nf4 23.Qe3 Nxd3 24.Qxd3 Rxh6 25.Qxa6 Kf8 26.Ra1 d5 27.Ra4 Qc5 28.exd5 Rxb2 29.Qa7 Qd6 30.Qe3 Rg6 31.Ra8+ Kg7 32.Kc1 Qb4 33.Ra4 Rb1+ 34.Nxb1 Qxa4 35.Qxe7 Rg2 36.Qe4 Qa7 37.Re1 Rg1 38.Nc3 Qa1+ 39.Kd2 Rg2+ 40.Re2 Rg1 41.Qe7 Rd1+,0.5
1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.d3 Bc5 5.c3 d5 6.Nbd2 dxe4 7.dxe4 O-O 8.O-O a5 9.Bxc6 bxc6 10.Nxe5 Re8 11.Nb3 Qxd1 12.Rxd1 Bb6 13.Nc4 Nxe4 14.Nxb6 cxb6 15.f3 Nc5 16.Nxc5 bxc5 17.Rd6 Bf5 18.Bf4 Re6 19.g4 Rxd6 20.Bxd6 Be6 21.Bxc5 a4 22.Kf2 h5 23.h3 hxg4 24.hxg4 Rb8 25.b3 axb3 26.axb3 Rxb3 27.Bd4 c5 28.Bxc5 Rxc3 29.Be3 Rc2+ 30.Kg3 Rc3 31.Kf2 Rc2+ 32.Kg3 Rc3,0.5
1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.Bxc6 bxc6 5.O-O Bg7 6.Re1 Nh6 7.c3 O-O 8.h3 f5 9.e5 Nf7 10.d3 Rb8 11.b3 d6 12.Bf4 h6 13.h4 e6 14.exd6 g5 15.Be5 Nxe5 16.Nxe5 Qxd6 17.Qe2 Bxe5 18.Qxe5 Qxe5 19.Rxe5 Rd8 20.Rxc5 Rxd3 21.Na3 Bd7 22.Ra5 Rb7 23.hxg5 hxg5 24.c4 Kg7 25.c5 Kf6 26.Nc4 e5 27.Nd6 Rc7 28.f3 Ke6 29.Re1 Rd5 30.b4 Rd4 31.a3 g4 32.Ra6 Kd5 33.Nf7 e4 34.fxg4 Bc8,0
1.e4 e5 2.Bc4 Nf6 3.d3 c6 4.Nf3 d5 5.Bb3 a5 6.a3 Bd6 7.exd5 Nxd5 8.O-O O-O 9.Re1 Bg4 10.Nbd2 Nd7 11.h3 Bh5 12.Ne4 Qc7 13.Ng3 Bg6 14.Nh4 Nc5 15.Ba2 Ne6 16.Nxg6 hxg6 17.h4 Rae8 18.Ne4 f5 19.Ng5 Nxg5 20.Bxg5 Bc5 21.c3 Qf7 22.Qd2 a4 23.Qc2 e4 24.Qxa4 b5 25.Qc2 Kh8 26.b4 Ba7 27.c4 bxc4 28.dxc4 Nf6 29.c5 Qc7 30.g3 Bb8 31.Rad1 Qc8 32.Qd2 f4 33.Bxf4 Qh3 34.f3 exf3 35.Qh2 Qxh2+ 36.Kxh2 Ng4+ 37.Kh1 Nf2+ 38.Kg1 Nxd1 39.Rxd1 Bxf4 40.gxf4 Re2 41.Bc4 Rg2+ 42.Kf1 Rxf4 43.Rd8+ Kh7 44.Bg8+ Kh6 45.Bd5 g5 46.hxg5+ Kxg5 47.Bxc6 Rc2 48.Rd3 Kg4,0
1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 h6 5.c3 d6 6.Nbd2 g5 7.h3 Bg7 8.Bb3 O-O 9.Nf1 Ne7 10.h4 g4 11.N3h2 d5 12.f3 Ng6 13.fxg4 Nxh4 14.g3 Ng6 15.Qe2 a5 16.Bc2 d4 17.g5 hxg5 18.Bxg5 a4 19.c4 Qd6 20.Nd2 Ra6 21.Rb1 Nh7 22.Qh5 Nxg5 23.Qxg5 Qe7 24.Qxe7 Nxe7 25.Nhf3 f5 26.Bd1 Bd7 27.Nh4 Bh6 28.exf5 Nxf5 29.Ne4 Be3 30.Be2 Rh6 31.Rh2 Bc6 32.Rg2 Nd6,0
1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 Nf6 5.Nf3 Bf5 6.Ne5 c6 7.Bf4 Nbd7 8.Nc4 Qd8 9.d5 cxd5 10.Ne3 Be6 11.Qd2 Qa5 12.O-O-O g5 13.Bg3 Rc8 14.Bb5 Bg7 15.Be5 Rc5 16.Bxd7+ Kxd7 17.Nexd5 Bxd5 18.Qxg5 Rg8 19.Nxd5 Nxd5 20.Bxg7 Qxa2 21.Qf5+ Kc6 22.Bd4 Rc4 23.Rhe1 Qa1+ 24.Kd2 Rxd4+,0
1.e4 g6 2.d4 d6 3.Nc3 Bg7 4.Be3 a6 5.h3 Nd7 6.f4 b5 7.e5 Nb6 8.Nf3 e6 9.Bd3 Ne7 10.O-O Bb7 11.a4 Nc4 12.Bxc4 bxc4 13.Qe2 Nf5 14.Bf2 O-O 15.Nd2 c5 16.dxc5 dxe5 17.fxe5 Nd4 18.Qg4 Bxe5 19.Nxc4 f5 20.Qh4 Bf6 21.Qg3 Qc8 22.Nd6 Qc6 23.Rad1 Be5 24.Qg5 Bf4,0
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Qxd4 Nf6 5.Be2 Nc6 6.Qe3 g6 7.O-O Bg7 8.h3 O-O 9.c4 b6 10.Rd1 Nd7 11.Nc3 Bb7 12.b3 Nb4 13.Qd2 Nc5 14.Ba3 a5 15.Nd4 Bxd4 16.Qxd4 Nc2 17.Qd2 Nxa3 18.f3 e6 19.Qb2 Qf6 20.Rac1 Qf4 21.Qxa3 f5 22.exf5 Rxf5 23.Qb2 Rg5 24.Kh1 Qg3 25.Rg1 Rf8 26.Rcf1 Rh5 27.Bd1 Nd3 28.Qd2 Nf4 29.Rf2 Nxh3 30.gxh3 Rxh3+ 31.Rh2 Rxh2+ 32.Qxh2 Bxf3+ 33.Bxf3 Qxf3+ 34.Rg2 Qxc3 35.Qxd6 Qe3 36.Kh2 Rf5 37.Qd8+ Kg7,0
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Nb3 e6 7.g4 b5 8.a3 Bb7 9.Bg2 Nfd7 10.g5 Nc6 11.h4 Rc8 12.f4 h6 13.Be3 hxg5 14.hxg5 Rxh1+ 15.Bxh1 Nb6 16.Qe2 Nc4 17.O-O-O Qc7 18.Bf2 g6 19.e5 dxe5 20.Ne4 Be7 21.Bc5 Nd4 22.Nxd4 exd4 23.Bxe7 Kxe7,0
1.e4 e5 2.Nf3 Nf6 3.d4 Nxe4 4.Bd3 d5 5.Nxe5 Nd7 6.Nc3 Nxe5 7.dxe5 Bb4 8.O-O Nxc3 9.bxc3 Bxc3 10.Rb1 O-O 11.Bxh7+ Kxh7 12.Qd3+ Kg8 13.Qxc3 b6 14.Qg3 Qd7 15.Rb4 Qf5 16.Rh4 Re8 17.f4 Re6 18.Qf3 Qe4 19.Qxe4 dxe4 20.Rg4 Ba6 21.Re1 Rd8 22.Rg3 Rc6 23.f5 Rd5 24.e6 Rxf5 25.Ra3 Bc4 26.exf7+ Bxf7 27.c3 a5 28.Rxe4 Rcf6,0
1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.Bxc6 dxc6 5.d3 Bg7 6.h3 e5 7.Be3 b6 8.Nbd2 Qc7 9.a4 a5 10.Nc4 Be6 11.b3 h6 12.O-O Ne7 13.Nfd2 O-O 14.f4 exf4 15.Bxf4 Qd8 16.Rb1 f5 17.Qe2 g5 18.Bd6 f4 19.e5 Rf7 20.Ne4 Nf5 21.c3 Bd5 22.Rfe1 Nh4 23.Qf2 Ng6 24.d4 cxd4 25.cxd4 Nf8 26.Nc3 Ne6 27.Rbd1 h5 28.Qc2 f3 29.Rf1 g4 30.hxg4 hxg4 31.g3 Ng5 32.Nxd5 cxd5 33.Ne3 Nh3+ 34.Kh1 Qg5 35.Nxd5 Qh6 36.Rd2 Nf2+ 37.Kg1 Nh3+ 38.Kh1 f2 39.Kg2 Ng5 40.Nf4 Nf3 41.Kxf2 Qh2+ 42.Ke3 Qxg3 43.e6 Ng5+ 44.Ke2 Nxe6 45.Qe4 Re8 46.Nxe6 Qxd6 47.d5 Qh2+ 48.Ke1 Rxf1+ 49.Kxf1 Qxd2,0
1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 5.c3 Nf6 6.Re1 O-O 7.d4 d5 8.e5 Ne4 9.Nbd2 cxd4 10.cxd4 Qb6 11.Bxc6 Qxc6 12.h3 Bf5 13.Nf1 f6 14.Bf4 Rac8 15.Ne3 Be6 16.exf6 exf6 17.Nd2 f5 18.Nf3 Qb6 19.Rb1 h6 20.Be5 f4 21.Ng4 Bxg4 22.hxg4 Rc4 23.Bxg7 Kxg7 24.b3 Rc7 25.Rc1 Rfc8 26.Rxc7+ Qxc7 27.Nd2 Nf6 28.Nf3 g5 29.Ne5 Qc2 30.Nd3 Qxd1 31.Rxd1 Nxg4 32.Kf1 Rc2 33.Ke1 Rxa2 34.Rc1 b6 35.Rc6 Ra3 36.Ne5 Ra1+ 37.Ke2 Ra2+ 38.Ke1 Nxf2 39.Rg6+ Kh7 40.Rd6 Ne4 41.Rd7+ Kg8 42.Ng4 h5,0
1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.d3 Bc5 5.Bxc6 dxc6 6.Nbd2 Nd7 7.Nc4 O-O 8.O-O Re8 9.Kh1 f6 10.Nh4 Nf8 11.Ne3 Ng6 12.Nhf5 Bxe3 13.Nxe3 Be6 14.b3 Qd4 15.Rb1 Rad8 16.Bb2 Qd6 17.f3 c5 18.g3 b5 19.Qe2 Rd7 20.Rf2 Qc6 21.h4 c4 22.dxc4 bxc4 23.bxc4 Qc5 24.Rff1 Red8 25.Bc3 Qa3 26.Rb3 Qa6 27.h5 Ne7 28.h6 Nc6 29.Re1 Nd4 30.Bxd4 Rxd4 31.hxg7 Rd2 32.Qf1 Kxg7 33.g4 Qa5 34.Qg1 Kg6 35.Qg3 Qxa2 36.g5 fxg5 37.Qxe5 Qa6 38.f4 gxf4 39.Nd5 Bxd5 40.Rg1+,1
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6 7.O-O O-O 8.c4 c6 9.cxd5 cxd5 10.Nc3 Nxc3 11.bxc3 Bg4 12.Rb1 Nd7 13.h3 Bh5 14.Rb5 Nf6 15.Bg5 a6 16.Bxf6 Qxf6 17.Rxd5 Bxf3 18.Qxf3 Qxf3 19.gxf3 Rfd8 20.c4 Ba3 21.Be4 Rxd5 22.Bxd5 Rd8 23.Bxb7 Rxd4 24.Bxa6 Rd2 25.Rb1 g6 26.Rb5 Rxa2 27.Bb7 Rb2 28.Bd5 Rxb5 29.cxb5 Bc5 30.Kg2 Kg7,0.5
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Bd3 d5 6.O-O Be7 7.Re1 O-O 8.Bxe4 dxe4 9.Rxe4 c5 10.Nc3 Nc6 11.d3 b6 12.Bf4 Bb7 13.Re1 Nd4 14.Nxd4 cxd4 15.Ne4 Rc8 16.f3 Qd7 17.Qd2 Rc6 18.Qf2 f5 19.Ng3 Bh4 20.Qd2 h6 21.Qb4 Rc5 22.Re2 g5 23.Be5 f4 24.Bxd4 a5 25.Qb3+ Bd5 26.c4 Bxc4 27.Qc3 Rd5 28.Bf6 fxg3 29.Re7 Qd6 30.Rg7+ Kh8 31.Rf7+ Kg8 32.Rg7+ Kh8 33.Rf7+ Kg8 34.Be7 gxh2+ 35.Kh1 Rxf7 36.Bxd6 Rxd6 37.Qxc4 Bg3 38.Qg4 Bf4 39.g3 Be5 40.Re1 Bxb2 41.Re6 Rxd3 42.Rxh6 Rdxf3 43.Qxg5+ Bg7 44.Rxb6 Rf2 45.Rb8+ Kh7 46.Qh4+ Kg6 47.Qe4+ R7f5 48.Rb6+,1
1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O b5 6.Bb3 Bc5 7.c3 d6 8.d4 Bb6 9.Be3 Bg4 10.Nbd2 O-O 11.h3 Bh5 12.dxe5 dxe5 13.Bxb6 cxb6 14.Qe2 Qc7 15.g4 Bg6 16.Nh4 Na5 17.f3 Nxb3 18.axb3 Nd7 19.b4 Rfd8 20.Rfd1 Nf8 21.Nf1 Ne6 22.Ng2 Nf4 23.Nxf4 exf4 24.Rxd8+ Qxd8 25.Qd2 Qc7 26.Rd1 h5 27.gxh5 Bh7 28.Qd6 Qxd6 29.Rxd6 Re8 30.Rxb6 f5 31.e5 Rxe5 32.Kf2 Kf7 33.Nd2 Re6 34.Rb7+ Kg8 35.Nb3 Rh6 36.Nd4 Rxh5 37.Ne6 Kh8 38.Nxf4 Rh6 39.h4 Bg8 40.h5 Kh7 41.Rd7 Be6 42.Rc7 Bc4 43.Kg3 Rd6 44.Kh4 Bd5 45.Kg5 Bxf3 46.Kxf5 Kh6 47.Ke5 Rf6 48.Ne6 Bg4 49.Nxg7 Rf2 50.Rc6+ Kh7 51.h6 Rxb2 52.Rxa6 Rh2 53.Rf6 Rh3 54.Kd4 Be2 55.Ne6 Rh5 56.Nf8+ Kh8 57.Ng6+ Kh7 58.Nf4 Rh4 59.Kc5 Bc4 60.Ne6 Rh5+ 61.Kb6 Kg8 62.Nd4 Kh7 63.Rc6 Bf1 64.Rc7+ Kxh6 65.Rc5 Rh3 66.Nxb5 Kg7 67.c4 Rb3 68.Ka5 Rb1 69.Nd6 Rd1 70.Nf5+ Kf6 71.Ne3 Ra1+ 72.Kb6 Bd3 73.b5 Ke6 74.Nd5 Bf1 75.Kc7 Ra7+ 76.Kc6 Ra4 77.b6 Bxc4 78.b7,1
1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Nc6 7.Qg4 g6 8.h4 h6 9.h5 g5 10.f4 Qa5 11.Bd2 f5 12.Qg3 g4 13.dxc5 Nge7 14.Bd3 Qxc5 15.Ne2 Na5 16.Qf2 Qxf2+ 17.Kxf2 Bd7 18.a4 Kf7 19.Rhb1 b6 20.Bc1 Nec6 21.Ba3 Nd8 22.Bb4 Ndb7 23.Nd4 Rhb8 24.Nb3 Nc4 25.Bxc4 dxc4 26.Nd4 Rc8 27.a5 b5 28.Rd1 Be8 29.Ne2 a6 30.Rd4 Rd8 31.Rad1 Rxd4 32.Rxd4 Bc6 33.Rd2 g3+ 34.Kg1 Rg8 35.Nd4 Rd8 36.Bd6 Be4 37.Bb4 Rd5 38.Kf1 Nd8 39.Ke1 Nc6 40.Ne2 Rxd2 41.Kxd2 Bxg2 42.Nxg3 Bf3 43.Ke3 Bd1 44.Kd2 Bg4 45.Ke3 Ke8 46.Kd2 Ne7 47.Bxe7 Kxe7 48.Kc1 Kd7 49.Kb2 Kc6 50.Ka2 Kd5 51.Ka3 Kc5 52.Kb2 Bd1 53.Kc1 Bf3 54.Kb2 b4 55.cxb4+ Kd4 56.c3+ Kd3 57.b5 axb5 58.a6 Kd2 59.a7 Bd5 60.Nxf5 exf5 61.e6 b4 62.e7 bxc3+ 63.Ka2 c2 64.a8=Q Bxa8 65.e8=Q Be4 66.Qd8 Bd3 67.Qd4 c1=N+ 68.Ka3 c3 69.Qb6 Ne2 70.Qxh6 c2 71.Qb6 Nc1 72.Qc6 Ne2,0
1.e4 c5 2.Nf3 Nc6 3.Bb5 e6 4.c3 d5 5.exd5 Qxd5 6.O-O Bd7 7.Re1 Nf6 8.Bf1 Bd6 9.d4 O-O 10.h3 cxd4 11.cxd4 Ne7 12.Nc3 Qa5 13.Ne5 Bc6 14.Bf4 Bb4 15.a3 Bxc3 16.bxc3 Ba4 17.Qf3 Rac8 18.Qxb7 Ned5 19.Bd2 Rb8 20.Nc4 Qd8 21.Qxa7 Ra8 22.Qb7 Rb8 23.Qa6 Bb5 24.Qd6 Qc8 25.Qc5 Qxc5 26.dxc5 Bxc4 27.Bxc4 Rfc8 28.Bf1 Rb2 29.Bc1 Rc2 30.c4 Ne7 31.a4 Nc6 32.a5 Nd7 33.Be3 Nde5 34.Ra4 Ra8 35.a6 Rb2 36.Rd1 Rb4 37.Rda1 Rb3 38.g4 g5 39.Bg2 h6 40.a7 Rb7 41.f4,1
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Qd3 e6 7.Qg3 b5 8.a3 Bb7 9.Bd3 Nbd7 10.O-O Rc8 11.Be3 h5 12.f3 e5 13.Nde2 h4 14.Qf2 h3 15.g4 Be7 16.Rfd1 Kf8 17.Ng3 g6 18.Bf1 Kg7 19.Rd2 Nf8 20.a4 b4 21.Na2 Qa5 22.b3 N8d7 23.g5 Ne8 24.Rad1 Qd8 25.Nxb4 a5 26.Nd5 Bxg5 27.Bb5 Bc6 28.Kh1 Bxe3 29.Nxe3 Bxb5 30.axb5 Qb6 31.c4 Nc5 32.Nd5 Qb7 33.Qe3 a4 34.bxa4 Nxa4 35.Ra2 Nc5 36.Rda1 Nc7 37.Nf5+ Kf8 38.Nxd6 Nxd5 39.exd5,1
