moves,result
1.Nf3 Nf6 2.c4 e6 3.g3 d5 4.d4 Be7 5.Bg2 O-O 6.O-O dxc4 7.Qc2 a6 8.a4 h6 9.Nbd2 Nc6 10.Nxc4 Nxd4 11.Nxd4 Qxd4 12.Rd1 Qa7 13.Be3 Bc5 14.b4 Bxe3 15.Nxe3 Qb8 16.Nc4 Nd5 17.Qb2 b5 18.Ne5 bxa4 19.Qd4 Qb5 20.Nd3 Bb7 21.e4 Nf6 22.Nc5 Bc6 23.Rxa4 Qb6 24.Ra5 Rfb8 25.f3 Be8 26.Rc1 Rd8 27.Qc3 Bb5 28.Bf1 Nd7 29.Bxb5 axb5 30.Rxa8 Rxa8 31.Qd4 Nxc5 32.Qxc5 Ra4 33.Qxb6 cxb6 34.Rc6 Rxb4 35.Rxb6 Rb2 36.Rb8+ Kh7 37.h4 g5 38.h5 Kg7 39.e5 b4 40.g4 b3 41.Kf1 f5 42.Rb7+ Kf8 43.gxf5 exf5 44.e6 f4 45.Kg1 Rb1+ 46.Kg2 b2 47.Rf7+ Ke8 48.Rb7 g4,0
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 c5 5.dxc5 O-O 6.Nf3 Na6 7.a3 Bxc3+ 8.Qxc3 Nxc5 9.b4 Nce4 10.Qd4 d6 11.Ng5 e5 12.Qb2 Qc7 13.Nxe4 Nxe4 14.f3 Nf6 15.e4 Be6 16.Bg5 Nd7 17.Rc1 a5 18.Be2 axb4 19.axb4 Qb6 20.Qd2 Ra3 21.c5 dxc5 22.bxc5 Nxc5 23.Be3 Rc8 24.O-O Rd8 25.Rb1 Rxd2 26.Rxb6 Rxe3,0
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 c5 5.Nge2 d5 6.a3 Ba5 7.dxc5 dxc4 8.Bd2 O-O 9.Ng3 b6 10.Bxc4 bxc5 11.O-O Nbd7 12.Qc2 Bb7 13.Rfd1 Qe7 14.Be2 Bc7 15.Nb5 Bb8 16.Ba5 Ne5 17.Rac1 Rc8 18.Qd2 Bd5 19.Nc3 Bb3 20.Bd8 Qf8 21.Bxf6 gxf6 22.Rf1 Rd8 23.Qe1 f5 24.f4 Nd3 25.Bxd3 Rxd3 26.e4 Qh6 27.Qf2 Bc7 28.exf5 Rad8 29.Nce4 c4 30.Qxa7 Bxf4 31.Nf6+ Kh8 32.Ng4 Qg5 33.Qxf7 Bxc1 34.fxe6 c3 35.Nf5 Rd1 36.h4 Rxf1+,0
1.d4 Nf6 2.Bf4 d5 3.e3 c5 4.Nd2 Nc6 5.c3 Bf5 6.Qb3 Qb6 7.dxc5 Qxb3 8.axb3 e5 9.Bg5 Bxc5 10.Bxf6 gxf6 11.b4 Bb6 12.Ngf3 O-O-O 13.Bb5 Kb8 14.O-O Rhg8 15.Rfe1 Be6 16.Ba4 d4 17.exd4 exd4 18.Ne4 dxc3 19.bxc3 Rd3 20.Nxf6 Rg6 21.Bxc6 bxc6 22.Rxe6 fxe6 23.Ne5 Rxc3 24.Nxg6 hxg6 25.g3 Kc7 26.Re1 Rc2 27.Ng4 Kd6 28.Rd1+ Ke7 29.Kg2 Rb2 30.h4 Rxb4 31.Ne5 Kf6 32.Nd7+ Kf5 33.Re1 Bd4 34.Kh3 e5 35.g4+ Ke6 36.Nf8+ Kf7 37.Nd7 Rb5 38.h5 gxh5 39.gxh5 Ke7 40.h6 Kxd7 41.h7 Rb8 42.Kg4 Rh8 43.Rh1 Ke6 44.Kg5 Kf7 45.Rh6 c5 46.Rc6 e4 47.Kf5 Rxh7 48.Rc7+ Kg8 49.Rc8+ Kg7 50.Rc7+ Kh6 51.Rc6+ Kh5,0
1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 e6 5.Be2 Nd7 6.Nbd2 a5 7.a4 f6 8.O-O fxe5 9.Nxe5 Nxe5 10.dxe5 Bc5 11.Nb3 Bb6 12.Be3 Ne7 13.Bxb6 Qxb6 14.Nd4 O-O 15.Ra3 Qxb2 16.Rb3 Qa2 17.Rxb7 Qa3 18.Bg4 Rab8 19.Rxb8 Rxb8 20.Nxe6 Qxa4 21.Nd4 Be4 22.f3 Bg6 23.f4 c5 24.Nb3 Qb4 25.Be6+ Kh8 26.f5 a4 27.f6 axb3 28.fxe7 c4 29.cxb3 cxb3 30.Qxb3 Qc5+ 31.Kh1 Re8 32.Bd7 Rg8 33.Be6 Re8 34.Qb7 h5 35.Bd7 Qxe7 36.Bxe8 Qxb7 37.Bxg6 Qe7 38.Rc1 Qe6 39.Bxh5 Qxe5 40.Bg6 Qe6 41.Bd3 g5 42.h3 Qe3 43.Rd1 Kg7 44.Bf5 d4 45.Bg4 d3 46.Rf1 d2 47.Bf3 Qe1 48.Kg1 Kf6 49.Bg4+ Ke5 50.Bh5 Ke4 51.Bg4 Ke3 52.Bh5 Kd4 53.Bg4 Kc3 54.Bh5 Kc2 55.Bg4 Qg3 56.Bh5 Qb8 57.Bg4 Qb6+ 58.Kh1 Qe3 59.Bh5 Kb2 60.Bg4 Kc3 61.Bh5 Kd4 62.Bg4 Qe1 63.Kg1 Qh4 64.Kh1 Ke3 65.Kg1 Qh8 66.Rf3+ Ke4 67.Rf1 Qc3 68.Bf5+ Ke5 69.Bg4 Qc5+ 70.Kh1 Qc1 71.Kg1 Kd4 72.Bh5 Kd3 73.Bg4 Qc5+ 74.Kh1 Qe5 75.Bh5 Kc2 76.Bd1+ Kb2 77.Bg4 Qd4 78.Bh5 Qd8 79.Bg4 Qe8 80.Bh5 Qxh5,0
1.e4 c5 2.Nf3 d6 3.d4 Nf6 4.Nc3 cxd4 5.Nxd4 a6 6.Be2 e5 7.Nb3 Be7 8.Be3 Be6 9.O-O O-O 10.Re1 Nbd7 11.a4 Qb8 12.Qd2 Bd8 13.Red1 Bc7 14.f3 Rd8 15.Kh1 h6 16.a5 b5 17.axb6 Bxb6 18.Bxb6 Nxb6 19.Rxa6 Rxa6 20.Bxa6 d5 21.Nc5 d4 22.Nxe6 fxe6 23.Ne2 Na4 24.b3 Rd6 25.Bd3 Nb2 26.Ra1 Nxd3 27.Qxd3 Rc6 28.Ra6 Rc5 29.h3 Qb4 30.Ra1 Rc6 31.Kh2 Nd7 32.f4 Qd6 33.Kh1 exf4 34.Ra8+ Kf7 35.Qf3 e5 36.Ng3 g6 37.Ra7 Rxc2 38.Nf5 gxf5 39.Qh5+ Ke7 40.Qh4+ Kf7 41.Qh5+ Ke7 42.Qh4+ Ke8 43.Ra8+ Nb8 44.Qh5+ Kd8 45.Qf7 Kc8 46.Ra7 Rc7 47.Qg8+ Kd7 48.Qf7+ Kc6 49.Qe8+ Qd7 50.Qg6+ Kb5 51.Ra8 Nc6 52.exf5 d3 53.Qg8 Qf7 54.Qg4 Qd5 55.f6 Kb6 56.Ra1 Nd4 57.Rd1 Ne2 58.Kh2 Ng3 59.Qg6 Qe4 60.Qxh6 Kb7 61.Qf8 f3 62.Ra1 Nf1+ 63.Rxf1 fxg2 64.Rf2 g1=Q+ 65.Kxg1 Rc1+ 66.Rf1 Qe3+ 67.Kg2 Rc2+,0
1.e4 e6 2.d4 d5 3.Nd2 c5 4.Ngf3 cxd4 5.Nxd4 Nf6 6.exd5 Nxd5 7.N2f3 Bb4+ 8.Bd2 Bc5 9.c3 O-O 10.Bc4 b6 11.Qc2 Bxd4 12.Nxd4 Bb7 13.Rd1 Nd7 14.O-O Rc8 15.Bd3 Qh4 16.Qc1 Ne5 17.Bg5 Qh5 18.Be2 Qg6 19.f3 h6 20.Bh4 Nc4 21.Bxc4 Rxc4 22.Rfe1 Rfc8 23.Qd2 a6 24.a3 b5 25.Re5 R4c7 26.Rde1 Nb6 27.Qf2 Nc4 28.R5e2 e5 29.Nc2 Nxb2 30.Nb4 Nc4 31.Bg3 a5 32.Na2 f6 33.f4 exf4 34.Qxf4 Rd7 35.Nc1 Kh7 36.Qf2 a4 37.Ra2 Rcd8 38.Ne2 Rd2 39.Rxd2 Rxd2 40.Qf1 Ne3 41.Qf4 Qd3 42.Bf2 Nxg2,0
1.e4 c5 2.Nf3 Nc6 3.Bb5 d6 4.O-O Bd7 5.Re1 Nf6 6.c3 a6 7.Bf1 Bg4 8.h3 Bxf3 9.Qxf3 e6 10.Na3 Be7 11.d3 O-O 12.Nc4 b5 13.Ne3 Rb8 14.a3 a5 15.a4 b4 16.Qd1 d5 17.exd5 Nxd5 18.Qc2 Bg5 19.Nc4 Bf6 20.Bd2 Qc7 21.g3 Ne5 22.Nxe5 Bxe5 23.Bg2 Rfd8 24.Re4 Bf6 25.Rae1 Qb6 26.Rc4 bxc3 27.bxc3 Qb2 28.Rc1 Be7 29.Bf1 Qxc2 30.Rxc2 Rb1 31.Re4 Rdb8 32.d4 cxd4 33.Rxd4 g6 34.Kg2 R8b2 35.Rxb2 Rxb2 36.Bc4 Bc5 37.Rd3 Nb6 38.Bb5 Kf8 39.c4 Ke7 40.h4 Ra2 41.Bxa5 Rxf2+ 42.Kh3 Ra2 43.g4 f5 44.Bd2 e5 45.a5 e4 46.Bg5+ Ke6 47.Rd2 Rxa5 48.gxf5+ gxf5 49.Bf4 Ra3+ 50.Kg2 Rc3 51.h5 Nxc4 52.Bd7+ Kf6 53.Rd5 Be3 54.Rxf5+ Ke7 55.Bb5 Bxf4 56.Rxf4 Nd6 57.Be2 Rc5 58.Kf2 Rf5 59.Ke3 Kf6 60.Rh4 Ra5 61.Kf4 Ra2 62.Bd1 Rf2+ 63.Ke3 Nf5+ 64.Kxf2 Nxh4 65.Kg3 Kg5 66.Bc2 Nf5+ 67.Kf2 Kf4 68.Bb1 h6 69.Ba2 e3+ 70.Kg2 Nh4+ 71.Kf1 Nf5 72.Kg2 Nd4 73.Bb1 Nf3 74.Kf1 Nd2+ 75.Ke2 Nxb1 76.Kd3 Kf3,0
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Rg1 h5 7.Bg5 Nbd7 8.Qd2 e6 9.a4 Be7 10.f4 Nc5 11.Bd3 Bd7 12.Rf1 Rc8 13.a5 b5 14.b4 Nxd3+ 15.cxd3 d5 16.Rb1 dxe4 17.dxe4 Rc4 18.e5 Bc8 19.Nc2 Qc7 20.Rb3 Ne4 21.Nxe4 Rxe4+ 22.Re3 Rc4 23.Rf2 f6 24.Bh4 Kf7 25.Rd3 Qc6 26.Re2 Bb7 27.exf6 gxf6 28.Rd7 Rc8 29.Ne3 Rxf4 30.Qd3 Qe4 31.Qxe4 Bxe4 32.Bg3 Rf5 33.Nxf5 exf5 34.Bd6 Ke6 35.Rxe7+ Kxd6 36.Ra7 Rc6 37.Kf2 Kd5 38.Rb7 Rc4 39.Rd2+ Ke5 40.Re7+ Kf4 41.Rb2 Rc6 42.h3 h4 43.Rh7 Kg5 44.Rg7+ Kf4 45.Kg1 Ke3 46.Rh7 f4 47.Rxh4 Bd5 48.Rh5 Rd6 49.Rb1 f3 50.Rb3+ Bxb3 51.Rf5 Rd1+ 52.Kh2 f2 53.Rf3+ Ke2,0
1.e4 e5 2.f4 Nc6 3.Nf3 d6 4.fxe5 dxe5 5.Bb5 Bc5 6.d3 Ne7 7.Qe2 O-O 8.Bxc6 Nxc6 9.Be3 Nd4 10.Bxd4 exd4 11.Nbd2 Be6 12.O-O Be7 13.a4 c5 14.b3 b6 15.Kh1 a6 16.Ng1 b5 17.axb5 axb5 18.Ndf3 Qc7 19.Qd2 h6 20.Ne2 Bd6 21.h3 Rfd8 22.b4 Rxa1 23.Rxa1 cxb4 24.Nexd4 Bd7 25.Nf5 Bf8 26.Ne3 Be6 27.Qe2 Qc3 28.Rb1 b3 29.d4 bxc2 30.Nxc2 Bc4 31.Qf2 Bd3 32.Ne5 Bxe4 33.Qxf7+ Kh7 34.Rb3 Qxc2 35.Rg3 Qd1+ 36.Kh2 Qxd4 37.Qf4 Bc2,0
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d3 d6 6.O-O a6 7.a4 Ba7 8.Re1 O-O 9.h3 h6 10.Nbd2 Re8 11.b4 Be6 12.Bxe6 Rxe6 13.Qc2 Qd7 14.Rb1 Rd8 15.b5 axb5 16.axb5 Ne7 17.d4 Ng6 18.Ra1 Bb6 19.Nc4 Qxb5 20.Nxb6 Qxb6 21.d5 Ree8 22.Be3 c5 23.Reb1 Qc7 24.Ra7 Re7 25.Nd2 Qb8 26.Qa2 b5 27.Rxe7 Nxe7 28.Qa5 b4 29.cxb4 cxb4 30.Rxb4 Qa8 31.Qxa8 Rxa8 32.Rb6 Ne8 33.Nc4 f5 34.Rb7 Kf8 35.f3 fxe4 36.fxe4 Ra4 37.Nxe5 Rxe4 38.Nd7+ Kg8 39.Bf2 Nxd5 40.Bg3 Re7 41.Rb8 Rxd7 42.Rxe8+ Kf7 43.Ra8 Nf6 44.Kf1 Ne4 45.Bh2 Rb7 46.Ke2 Rb2+ 47.Kf3 Nd2+ 48.Ke2 Ne4+ 49.Kf3 Ng5+ 50.Kg3 Ke6 51.Bg1 Rb3+ 52.Kf4 Rb2 53.Kg3 Rb4 54.Ra7 g6 55.Be3 Nf7 56.Ra8 h5 57.Re8+ Kf6 58.Rf8 d5 59.Kf3 Ke6 60.Re8+ Kd7 61.Ra8 Ne5+ 62.Ke2 Rb2+ 63.Kf1 Nc4 64.Bf4 Ke6 65.g4 hxg4 66.hxg4 Nd2+ 67.Bxd2 Rxd2 68.Ra6+ Kf7 69.g5 Rd4 70.Rf6+ Kg7 71.Rd6 Rf4+ 72.Ke2 Rf5 73.Ke3 Rxg5 74.Kf4 Rf5+ 75.Kg4 Kf7 76.Kg3 g5 77.Kg4 Re5 78.Rh6 Ke7 79.Kf3 d4 80.Rg6 d3 81.Kf2 d2,0
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Rg1 h5 7.Bg5 Nc6 8.Qd2 Nxd4 9.Qxd4 Qa5 10.f4 e5 11.Qd2 Qc5 12.Rh1 Be7 13.O-O-O exf4 14.Bxf4 Be6 15.Bxd6 Bxd6 16.Qxd6 Rc8 17.Qxc5 Rxc5 18.Bd3 h4 19.h3 Rhh5 20.a3 Rhg5 21.Rd2 Nd7 22.Rf2 Ne5 23.Kd2 Ke7 24.Re1 f6 25.Ne2 Rc7 26.Nd4 Rd7 27.c3 Rg3 28.Re3 b5 29.Rxg3 hxg3 30.Re2 Nxd3 31.Kxd3 Bc4+ 32.Ke3 Bxe2 33.Kxe2 Kd6 34.Ke3 Kc5 35.b3 a5 36.h4 a4 37.Ne6+ Kd6 38.Nd4 axb3 39.Nxb3 Ra7 40.Nd4 Kc5 41.Kd3 g6 42.Ne6+ Kd6 43.Nd4 Ra5 44.Ke3 Kd7 45.Kf4 Rxa3 46.Nxb5 Rb3 47.Nd4 Rxc3 48.Nf3 Rc4 49.Ke3 Rc2 50.e5 f5 51.h5 gxh5 52.Kf4 Rxg2 53.Nh4 Rg1 54.Nf3 Rf1 55.Kxg3 Rxf3+ 56.Kxf3 Ke6,0
1.e4 e5 2.f4 d5 3.exd5 exf4 4.Nf3 Nf6 5.Bb5+ c6 6.dxc6 Nxc6 7.Nc3 Bd6 8.Qe2+ Be6 9.Nd4 Qd7 10.Nxe6 Qxe6 11.Qxe6+ fxe6 12.b3 Rc8 13.Bb2 a6 14.Bc4 Kd7 15.O-O-O b5 16.Bd3 Nb4 17.Be2 e5 18.a3 Nc6 19.Bd3 Ke6 20.Ne4 Nxe4 21.Bxe4 Nd4 22.Kb1 Kf6 23.Rhf1 g5 24.b4 Rc7 25.c3 Nf5 26.Rde1 h5 27.d4 Re8 28.g3 exd4 29.cxd4 Rce7 30.d5+ Kf7 31.gxf4 gxf4 32.Rg1 Rxe4 33.Rc1 Rg8 34.Rxg8 Kxg8 35.Rg1+ Kf7 36.Rg5 Ne7 37.Rxh5 f3 38.Rh6 Rf4,0
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 Bb4+ 5.Bd2 Be7 6.Bg2 O-O 7.O-O c6 8.Qc2 b6 9.Rd1 Bb7 10.b3 Nbd7 11.Nc3 Ba6 12.e4 dxc4 13.e5 Nd5 14.Ne4 c3 15.Bg5 h6 16.Bxe7 Qxe7 17.Nxc3 Nxc3 18.Qxc3 Rac8 19.Nd2 c5 20.Ne4 cxd4 21.Qxd4 Rfd8 22.Nd6 Rc5 23.f4 f6 24.exf6 Qxf6 25.Qa4 Ra5 26.Qc6 Nb8 27.Qc7 Rc5 28.Qxa7 Bd3 29.Nb7 Qd4+ 30.Kh1 Rc2 31.Nxd8 Rxg2 32.Qf7+ Kh7 33.Kxg2 Qd5+ 34.Kf2 Qd4+ 35.Kg2 Qd5+ 36.Kh3 Bf5+ 37.Qxf5+ Qxf5+ 38.Kg2 Qe4+ 39.Kf2 e5 40.fxe5 Nd7 41.Re1 Qf5+ 42.Ke2 Qxe5+ 43.Kd3 Nc5+ 44.Kc4 Qc7 45.b4 Na4+ 46.Kb5 Nc3+ 47.Ka6 Qxd8 48.a4 Nd5 49.Rec1 Nxb4+ 50.Kb5 Nd3 51.Rd1 Qd4 52.Ka6 Nc5+ 53.Kxb6 Qb4+ 54.Kc6 Nxa4 55.Rac1 Nc3 56.Re1 Qd4 57.Ra1 Qd5+ 58.Kc7 Nb5+ 59.Kb6 Nd4 60.Rac1 Qd6+ 61.Kb7 Nb3 62.Rb1 Nc5+ 63.Ka7 Qc7+ 64.Ka8 Na4,0
1.c4 Nf6 2.Nc3 e5 3.Nf3 e4 4.Ng5 c6 5.Ngxe4 Nxe4 6.Nxe4 d5 7.cxd5 cxd5 8.Ng3 h5 9.e3 h4 10.Ne2 Nc6 11.d4 Qf6 12.Nc3 Qg6 13.a3 Bf5 14.Qf3 O-O-O 15.Be2 Kb8 16.Bd2 Bd6 17.Rc1 a6 18.b4 Ne7 19.b5 a5 20.b6 Rc8 21.O-O Qe6 22.Rfe1 g5 23.Bf1 Bg4 24.Qxg4 Qxg4 25.Nb5 Qd7 26.Bxa5 Rxc1 27.Rxc1 Rc8 28.Rb1 Rc4 29.e4 Ra4 30.Bd2 Bf4 31.Bb4 dxe4 32.g3 Nd5 33.Bc5 hxg3 34.hxg3 Qg4 35.Bg2 Ne3 36.Rb3 Qd1+,0
1.d4 d5 2.c4 dxc4 3.e4 e5 4.Nf3 Bb4+ 5.Nc3 Nf6 6.Nxe5 b5 7.Be2 Nxe4 8.O-O Bxc3 9.bxc3 Nxc3 10.Qc2 Nxe2+ 11.Qxe2 O-O 12.Ba3 Nd7 13.Bxf8 Qxf8 14.a4 Nxe5 15.Qxe5 b4 16.d5 Bb7 17.a5 Qc5 18.Rfd1 Rd8 19.h4 c3 20.Rd3 Rxd5 21.Rxd5 Bxd5 22.Re1 h6 23.Qf5 Qc6 24.Qc8+ Kh7 25.Re8 c2 26.Rh8+ Kg6 27.Qg4+ Kf6 28.Qf4+ Ke6 29.Qg4+ Ke7 30.Qxb4+ Kd7 31.Qg4+ Be6 32.Qd4+ Bd5 33.Qg4+ Ke7 34.Qb4+ Ke6 35.Qg4+ Ke7 36.Qb4+ Qd6 37.Qe1+ Qe6 38.Qb4+ Qd6 39.Qe1+ Be6 40.Qe3 Qd1+ 41.Kh2 c1=Q 42.Qe5 Qd6,0
1.e4 e5 2.f4 exf4 3.Nf3 d5 4.exd5 Nf6 5.Bb5+ Nbd7 6.O-O Be7 7.Be2 O-O 8.c4 c6 9.dxc6 bxc6 10.d4 Bd6 11.Nc3 Re8 12.c5 Bc7 13.Bc4 Ng4 14.Qb3 Re7 15.h3 Rb8 16.Qa4 Ne3 17.Bxe3 fxe3 18.Qxc6 Bb7 19.Qa4 Bg3 20.Qc2 Nf6 21.d5 Nxd5 22.Ng5 Bf2+ 23.Rxf2 exf2+ 24.Qxf2 h6 25.Nxd5 Bxd5 26.Rd1 hxg5 27.Rxd5 Rd7 28.Rd6 Qe7 29.Rxd7 Qxd7 30.c6 Qc7 31.Bd5 Rd8 32.Qf5 Qe7 33.Bf3 g6 34.Qc2 Qe5 35.b4 Kg7 36.a3 Re8 37.Qd2 Qa1+ 38.Kh2 Qe5+ 39.Kg1 Qf6 40.Kh2 Rd8 41.Qe3 a6 42.a4 Qd6+ 43.Kh1 Qxb4 44.Qe5+ Kg8 45.Qxg5 Qb1+ 46.Kh2 Qb8+ 47.Kh1 Re8 48.Qd2 Qg3 49.Be2 Rb8 50.Qc2 Qf2 51.c7 Rc8 52.Qc4 Qb6 53.Qxa6 Qxc7 54.Qd3 Qf4 55.Bf1 Rc1 56.Kg1 Qxa4 57.Qe3 Qc6 58.Qf4 Qc5+ 59.Kh1 Qc7 60.Qf3 Qc6 61.Qf4 Qc7 62.Qf3 Qc4 63.Kg1 Qd4+ 64.Kh1 Kg7 65.Kh2 Rc3 66.Qe2 Qf4+ 67.Kh1 Qe3 68.Qb5 Rc1 69.Qb2+ f6 70.Qb7+ Kh6 71.Qa6 Qf2,0
1.c4 Nf6 2.Nf3 e6 3.d4 d5 4.cxd5 exd5 5.Qc2 c6 6.Nc3 g6 7.h3 Bf5 8.Qb3 Qb6 9.g4 Be6 10.Bg2 h5 11.g5 Nfd7 12.O-O Bd6 13.e4 dxe4 14.Qxb6 Nxb6 15.Nxe4 Be7 16.Nc5 Bxc5 17.dxc5 Nd5 18.b4 Nd7 19.Nd4 O-O 20.b5 cxb5 21.Nxb5 Nxc5 22.Ba3 b6 23.Rac1 Rad8 24.Nxa7 Nf4 25.Nc6 Rd3 26.Bxc5 bxc5 27.Rcd1 Rxd1 28.Rxd1 Bxa2 29.Bf1 Re8 30.Kh2 h4 31.Rc1 Bd5 32.Na5 Re5 33.Nc4 Rxg5 34.Ne3 Be6 35.Bc4 Bxh3 36.Bxf7+ Kxf7 37.Rc4 Ng2 38.Kxh3 Nxe3 39.fxe3 Rh5 40.Re4 Kf6 41.Rc4 Ke6 42.e4 Kd6 43.Ra4 Ke5 44.Rc4 Kd6 45.Ra4 Rh8 46.Ra6+ Ke5 47.Ra4 g5 48.Rc4 Kd6 49.Rc2 Re8 50.Rc4 Kc6,0
1.e4 c5 2.Nf3 d6 3.Bb5+ Nd7 4.a4 g6 5.O-O a6 6.Be2 Bg7 7.Nc3 b6 8.d4 cxd4 9.Nxd4 Ngf6 10.Nc6 Qc7 11.Nb4 Bb7 12.Nbd5 Qd8 13.Re1 O-O 14.Bf1 Rc8 15.f3 Nxd5 16.Nxd5 e6 17.Nf4 Nc5 18.c3 Qc7 19.Be3 Rfd8 20.Qc2 Bc6 21.Nd3 Bb7 22.Kh1 h5 23.Rad1 Qe7 24.a5 b5 25.Qf2 Na4 26.Bd4 Qc7 27.Bxg7 Kxg7 28.Ra1 e5 29.Kg1 Rd7 30.c4 bxc4 31.Nxe5 dxe5 32.Rxa4 Rd4 33.Rc1 Rcd8 34.Rcxc4 Rxc4 35.Rxc4 Qxa5 36.Qc5 Qa1 37.Qxe5+ Kg8 38.Rc7 Bc8 39.Qf6 Rf8 40.Kf2 Be6 41.Qd4 Rb8 42.Rc2 a5 43.Rd2 a4 44.h4 Kh7 45.Be2 Qh1 46.Qf6 Qc1 47.Qd4 Rb7 48.Bf1 Rd7 49.Qxd7 Bxd7 50.Rxd7 Qxb2+ 51.Kg3 Qb8+ 52.Kf2 Qb3,0
1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.a4 Na5 9.Ba2 d6 10.b4 Nc4 11.Nc3 c6 12.a5 d5 13.Bxc4 dxc4 14.Ba3 Bg4 15.d3 cxd3 16.cxd3 Rc8 17.h3 Bxf3 18.Qxf3 c5 19.bxc5 Bxc5 20.Bxc5 Rxc5 21.Ne2 b4 22.d4 exd4 23.Rad1 Qxa5 24.Nxd4 Qc7 25.Nf5 a5 26.e5 Rxe5 27.Nh6+ gxh6 28.Qg3+ Ng4 29.Qxg4+ Rg5 30.Qe4 b3 31.Qa4 Qb7 32.g3 Qb5 33.Qa3 Rd5 34.Rb1 a4 35.Re4 Ra8 36.Rb4 Qc6 37.Rc1 Qd7 38.Rg4+ Rg5 39.Rh4 Rg6 40.Rb1 Qd3 41.Ra1 Rb8 42.Rxa4 Qd2 43.Rb1 b2 44.Ra8 Rgb6 45.Rxb8+ Rxb8 46.Qa2 Qc2 47.Kg2 Kg7 48.h4 h5 49.Kg1 h6 50.Kg2 Rb3 51.Kh3 Qf5+ 52.Kg2 Qd5+ 53.Kh2 Qb7 54.Qa5 Qe4 55.Qa2 Qc2 56.Kg1 Rb5 57.Kg2 Qb3 58.Qa6 Qd5+ 59.Kh2 Qc5 60.Kg2 Qd5+ 61.Kh2 Qf5 62.Kg2 Qxb1 63.Qxb5 Qe4+ 64.f3 Qc2+ 65.Kh3 b1=Q 66.Qe5+ Kh7,0
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.cxd5 Nxd5 6.e4 Nxc3 7.bxc3 c5 8.Bb5+ Nd7 9.O-O O-O 10.Rb1 a6 11.Bd3 b5 12.a4 b4 13.Bb2 cxd4 14.cxd4 a5 15.Qe2 Qb6 16.Rbc1 Ba6 17.Nd2 Bh6 18.Nc4 Bxc4 19.Rxc4 Rac8 20.e5 e6 21.Rd1 Rfd8 22.h4 Nb8 23.Rxc8 Rxc8 24.h5 Nd7 25.Qg4 Rd8 26.Bc4 Nf8 27.hxg6 hxg6 28.d5 Bg7 29.Rd3 exd5 30.Bxd5 Qc7 31.Qe4 Re8 32.Rf3 Ne6 33.Bxe6 Rxe6 34.Qa8+ Bf8 35.Rh3 Qd7 36.Bd4 Qxd4 37.Rh8+ Kxh8 38.Qxf8+ Kh7 39.Qxf7+ Kh6 40.Qxe6 Qd1+ 41.Kh2 b3 42.Qf6 Qh5+ 43.Kg3 Qg5+,0
1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Bd3 Nc6 6.Nxc6 dxc6 7.Nd2 e5 8.Nc4 Be6 9.O-O Nd7 10.a4 Be7 11.Qf3 O-O 12.Rd1 Qc7 13.Ne3 Nc5 14.Bc4 Rfd8 15.Bd2 Bg5 16.Bxe6 Nxe6 17.Bc3 Bxe3 18.Qxe3 c5 19.h3 Nd4 20.Rd2 Rd6 21.Bxd4 cxd4 22.Qd3 Rc6 23.a5 Rc8 24.c3 dxc3 25.bxc3 Rxc3 26.Qd5 Rc5 27.Qb3 g6 28.Rad1 Rc1 29.Kh2 Rxd1 30.Rxd1 Qe7 31.Rd5 Qf6 32.Qg3 Rc2 33.Qxe5 Qxe5+ 34.Rxe5 Rxf2 35.Rb5 Ra2 36.Rxb7 Rxa5 37.e5 g5 38.h4 gxh4 39.Kh3 Ra4 40.Rc7 Kf8 41.Rb7 h6 42.Rc7 a6 43.Ra7 Ke8 44.Rb7 a5 45.Ra7 Kf8 46.Kh2 Ra3 47.Kg1 a4 48.Kh2 Ke8 49.Kg1 Ra1+ 50.Kh2 a3 51.Kh3 a2 52.Kh2 Kd8 53.Ra6 Ke7 54.Ra5 Ke6 55.Ra8 Kxe5 56.Re8+ Kd6 57.Ra8 h5 58.Ra6+ Kc5 59.Ra8 f5 60.Rc8+ Kd6 61.Ra8 f4,0
